Respondent_Serial,language,country,yyyymmdd,AgeGender,weight,regionAustralia,regionUS,regionUK,regionIndia,regionNigeria,regionPhilippines,regionFinland,regionPortugal,regionBrazil,regionFrance,D1,D2,D3,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9
14381,Finnish,Finland,20210604,Men 21-25,1.1282464444101474, , , , , , ,South Finland, , , ,25,man,Finland: South Finland,moderately,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,extremely,moderately,very,a little,moderately,very,not at all
14382,Finnish,Finland,20210604,Men 21-25,1.1282464444101474, , , , , , ,South Finland, , , ,21,man,Finland: South Finland,very,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,very,yes,yes,yes,prefer not to say,prefer not to say,yes,no,no,yes,extremely,not at all,moderately,not at all,extremely,not at all,a little,a little,moderately
14383,Finnish,Finland,20210604,Men 21-25,1.1282464444101474, , , , , , ,South Finland, , , ,22,man,Finland: South Finland,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,completely reassured,yes,yes,yes,yes,yes,yes,yes,yes,yes,extremely,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately
14385,Finnish,Finland,20210604,Women 16-20,1.2916668714367954, , , , , , ,East Finland, , , ,19,woman,Finland: East Finland,very,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,moderately,no,no,yes,yes,no,no,yes,yes,yes,extremely,very,moderately,moderately,a little,a little,moderately,moderately,moderately
14388,English,Australia,20210604,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,24,man,Australia: New South Wales,not worried,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all
14390,Finnish,Finland,20210604,Women 21-25,0.7870439499531771, , , , , , ,North Finland, , , ,22,woman,Finland: North Finland,moderately,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,moderately,yes,no,no,yes,no,no,yes,yes,yes,a little,a little,moderately,moderately,moderately,moderately,very,moderately,moderately
14397,English,Nigeria,20210604,Women 21-25,0.43344073413242235, , , , ,South West, , , , , ,22,woman,Nigeria: South West,very,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,a little,no,no,yes,no,no,no,yes,yes,yes,a little,moderately,moderately,a little,a little,a little,a little,very,not at all
14399,English,Nigeria,20210604,Women 16-20,1.3349733649441604, , , , ,South West, , , , , ,20,woman,Nigeria: South West,very,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,no,not at all,no,yes,no,yes,no,no,no,no,yes,a little,not at all,a little,not at all,moderately,not at all,very,moderately,not at all
14405,English,Nigeria,20210604,Women 21-25,0.5484544101033021, , , , ,North Central, , , , , ,22,woman,Nigeria: North Central,moderately,no,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,not at all,no,no,no,no,no,no,yes,no,yes,a little,very,very,extremely,not at all,extremely,not at all,moderately,a little
14406,Portuguese,Portugal,20210604,Men 21-25,0.8432625289349607, , , , , , , ,North, , ,24,man,Portugal: North,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,completely reassured,yes,yes,yes,yes,yes,no,yes,yes,yes,a little,a little,a little,very,a little,a little,extremely,a little,a little
14409,English,Nigeria,20210604,Women 16-20,1.3349733649441604, , , , ,South West, , , , , ,19,woman,Nigeria: South West,extremely,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,completely reassured,yes,no,yes,yes,yes,yes,yes,yes,no,moderately,prefer not to say,not at all,moderately,extremely,moderately,not at all,not at all,prefer not to say
14410,Portuguese,Portugal,20210604,Men 16-20,1.3092636112720801, , , , , , , ,North, , ,19,man,Portugal: North,a little,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,not at all,no,no,yes,no,yes,prefer not to say,prefer not to say,yes,yes,not at all,a little,not at all,not at all,a little,a little,not at all,not at all,not at all
14411,English,Nigeria,20210604,Women 21-25,0.43344073413242235, , , , ,South West, , , , , ,22,woman,Nigeria: South West,moderately,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,I don't talk to other people about climate change,not at all,no,no,yes,no,no,no,yes,yes,yes,a little,very,moderately,not at all,moderately,not at all,a little,very,not at all
14412,Finnish,Finland,20210604,Women 16-20,1.2080684447628702, , , , , , ,South Finland, , , ,19,woman,Finland: South Finland,very,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,no,moderately,yes,yes,no,prefer not to say,yes,yes,no,yes,no,a little,moderately,a little,a little,moderately,moderately,moderately,moderately,very
14419,English,Nigeria,20210604,Women 21-25,2.2198322710770984, , , , ,North West, , , , , ,23,woman,Nigeria: North West,moderately,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,moderately,no,no,no,no,no,no,no,no,no,very,very,very,very,very,moderately,very,very,not at all
14425,English,Nigeria,20210604,Women 21-25,0.48546618435553623, , , , ,South South, , , , , ,25,woman,Nigeria: South South,moderately,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,very,yes,yes,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,extremely,not at all,very,not at all,not at all,extremely
14426,English,Nigeria,20210604,Women 21-25,0.5484544101033021, , , , ,North Central, , , , , ,23,woman,Nigeria: North Central,very,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,no,no,no,no,yes,yes,yes,very,very,extremely,not at all,very,not at all,very,extremely,not at all
14427,Portuguese,Portugal,20210604,Men 16-20,1.2044255081036508, , , , , , , ,Center, , ,18,man,Portugal: Center,very,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,a little,no,no,yes,yes,yes,yes,no,no,yes,a little,a little,a little,a little,a little,a little,not at all,a little,a little
14432,Portuguese,Portugal,20210604,Men 21-25,0.7757390422624343, , , , , , , ,Center, , ,23,man,Portugal: Center,extremely,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,yes,no,yes,yes,yes,extremely,extremely,extremely,not at all,very,not at all,extremely,extremely,not at all
14435,Finnish,Finland,20210604,Men 16-20,1.0478541383029216, , , , , , ,South Finland, , , ,20,man,Finland: South Finland,not worried,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,very,no,no,yes,no,yes,no,yes,yes,yes,very,moderately,extremely,a little,very,very,very,very,moderately
14437,English,Nigeria,20210604,Women 16-20,1.6892090930022756, , , , ,North Central, , , , , ,18,woman,Nigeria: North Central,a little,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,I don't talk to other people about climate change,not at all,no,no,yes,no,no,no,yes,yes,yes,a little,moderately,moderately,not at all,not at all,not at all,a little,moderately,not at all
14441,Portuguese,Portugal,20210604,Women 16-20,1.4330578651828094, , , , , , , ,Center, , ,19,woman,Portugal: Center,very,prefer not to say,no,yes,yes,no,no,yes,no,prefer not to say,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,moderately,yes,yes,no,no,yes,no,no,no,no,not at all,not at all,a little,a little,not at all,a little,not at all,not at all,a little
14442,Finnish,Finland,20210604,Women 21-25,0.7870439499531771, , , , , , ,North Finland, , , ,23,woman,Finland: North Finland,a little,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,not at all,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,yes,prefer not to say,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all
14443,Portuguese,Portugal,20210604,Women 21-25,0.6749451399178247, , , , , , , ,Lisboa & Tagus Valley, , ,23,woman,Portugal: Lisboa & Tagus Valley,very,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,a little,no,no,no,yes,no,yes,no,no,no,moderately,moderately,very,a little,moderately,a little,moderately,not at all,moderately
14444,Portuguese,Portugal,20210604,Men 21-25,0.7757390422624343, , , , , , , ,Center, , ,21,man,Portugal: Center,a little,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,prefer not to say,yes,yes,yes,no,yes,yes,yes,no,a little,no,yes,no,yes,yes,yes,no,no,no,a little,not at all,a little,a little,moderately,not at all,not at all,not at all,a little
14447,English,Nigeria,20210604,Women 21-25,0.5461534727534851, , , , ,South East, , , , , ,21,woman,Nigeria: South East,moderately,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,moderately,no,prefer not to say,no,yes,no,prefer not to say,prefer not to say,no,no,not at all,a little,not at all,a little,not at all,not at all,a little,not at all,not at all
14449,Portuguese,Portugal,20210604,Women 16-20,1.4330578651828094, , , , , , , ,Center, , ,17,woman,Portugal: Center,a little,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,a little,yes,yes,yes,yes,yes,no,yes,yes,yes,moderately,very,moderately,a little,moderately,moderately,a little,moderately,a little
14456,Portuguese,Portugal,20210604,Men 16-20,2.7770003321467085, , , , , , , ,Alentejo, , ,18,man,Portugal: Alentejo,extremely,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,prefer not to say,prefer not to say,no,yes,no,yes,yes,yes,yes,yes,yes,yes,moderately,no,no,no,yes,prefer not to say,yes,no,no,prefer not to say,a little,not at all,a little,moderately,a little,a little,a little,a little,a little
14457,Portuguese,Portugal,20210604,Men 21-25,0.7576729285765252, , , , , , , ,Lisboa & Tagus Valley, , ,22,man,Portugal: Lisboa & Tagus Valley,very,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,not at all,no,yes,yes,no,no,no,yes,no,no,very,a little,a little,very,very,moderately,not at all,very,not at all
14458,Finnish,Finland,20210604,Men 16-20,1.0478541383029216, , , , , , ,South Finland, , , ,20,man,Finland: South Finland,very,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,moderately,no,yes,yes,no,yes,no,yes,yes,yes,moderately,very,a little,moderately,very,a little,moderately,very,moderately
14459,Portuguese,Portugal,20210604,Women 16-20,1.4330578651828094, , , , , , , ,Center, , ,20,woman,Portugal: Center,extremely,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,a little,a little,a little,a little,a little,a little,moderately,moderately
14461,English,Nigeria,20210604,Women 16-20,1.3349733649441604, , , , ,South West, , , , , ,17,woman,Nigeria: South West,very,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,a little,yes,yes,no,yes,yes,no,yes,yes,yes,a little,moderately,a little,moderately,a little,moderately,moderately,moderately,moderately
14462,Portuguese,Portugal,20210604,Men 16-20,1.1763757555835912, , , , , , , ,Lisboa & Tagus Valley, , ,17,man,Portugal: Lisboa & Tagus Valley,a little,no,no,no,no,no,no,no,no,no,no,no,no,prefer not to say,no,no,no,no,no,no,no,no,yes,no,a little,no,no,no,no,no,yes,no,no,no,a little,a little,a little,a little,a little,a little,a little,a little,a little
14463,Portuguese,Portugal,20210604,Men 21-25,0.8432625289349607, , , , , , , ,North, , ,22,man,Portugal: North,not worried,no,yes,yes,no,no,yes,no,no,no,no,no,yes,prefer not to say,yes,no,yes,yes,no,prefer not to say,no,yes,yes,I don't talk to other people about climate change,not at all,no,no,yes,no,no,no,no,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all
14464,Portuguese,Portugal,20210604,Men 16-20,1.3092636112720801, , , , , , , ,North, , ,18,man,Portugal: North,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,prefer not to say,no,no,prefer not to say,yes,I don't talk to other people about climate change,completely reassured,no,no,yes,no,no,yes,yes,yes,yes,a little,prefer not to say,not at all,not at all,not at all,not at all,prefer not to say,prefer not to say,prefer not to say
14466,Finnish,Finland,20210604,Women 16-20,1.2080684447628702, , , , , , ,South Finland, , , ,20,woman,Finland: South Finland,extremely,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,prefer not to say,yes,yes,prefer not to say,prefer not to say,yes,yes,moderately,no,no,yes,no,no,no,yes,yes,yes,very,moderately,very,moderately,extremely,moderately,a little,very,not at all
14468,Portuguese,Portugal,20210604,Men 16-20,1.3318176879539798, , , , , , , ,Azores, , ,19,man,Portugal: Azores,very,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,very,yes,yes,yes,yes,yes,no,yes,yes,yes,extremely,extremely,a little,very,very,very,very,very,very
14469,Finnish,Finland,20210604,Men 21-25,1.1993402507545545, , , , , , ,North Finland, , , ,21,man,Finland: North Finland,moderately,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,yes,not at all,no,yes,yes,yes,no,no,yes,no,yes,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all
14470,English,Australia,20210604,Men 16-20,1.1471480462743575,Australian Capital Territory, , , , , , , , , ,20,man,Australia: Australian Capital Territory,moderately,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,I don't talk to other people about climate change,not at all,yes,yes,yes,yes,yes,yes,yes,yes,yes,extremely,extremely,extremely,extremely,extremely,extremely,not at all,prefer not to say,extremely
14473,Portuguese,Portugal,20210604,Men 16-20,1.2044255081036508, , , , , , , ,Center, , ,17,man,Portugal: Center,moderately,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,I don't talk to other people about climate change,moderately,yes,yes,no,yes,yes,yes,no,no,no,a little,prefer not to say,a little,prefer not to say,prefer not to say,prefer not to say,a little,prefer not to say,a little
14479,English,Nigeria,20210604,Women 21-25,0.5484544101033021, , , , ,North Central, , , , , ,22,woman,Nigeria: North Central,prefer not to say,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,prefer not to say,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,not at all,not at all,a little,a little,a little,a little,not at all,a little
14480,Portuguese,Portugal,20210604,Men 21-25,0.7576729285765252, , , , , , , ,Lisboa & Tagus Valley, , ,21,man,Portugal: Lisboa & Tagus Valley,moderately,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,moderately,no,no,no,yes,yes,yes,no,no,no,not at all,not at all,moderately,moderately,not at all,a little,not at all,a little,a little
14483,Portuguese,Portugal,20210604,Men 16-20,1.1763757555835912, , , , , , , ,Lisboa & Tagus Valley, , ,20,man,Portugal: Lisboa & Tagus Valley,very,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,a little,no,no,yes,no,no,no,yes,yes,yes,a little,a little,moderately,a little,moderately,not at all,not at all,a little,a little
14484,English,Australia,20210604,Men 16-20,1.1471480462743575,Australian Capital Territory, , , , , , , , , ,20,man,Australia: Australian Capital Territory,moderately,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,moderately,no,no,yes,no,yes,no,yes,no,no,a little,moderately,a little,a little,moderately,not at all,moderately,moderately,a little
14489,Finnish,Finland,20210604,Women 21-25,0.7403900082320471, , , , , , ,South Finland, , , ,23,woman,Finland: South Finland,moderately,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,I don't talk to other people about climate change,moderately,no,no,yes,no,yes,no,yes,no,no,not at all,not at all,not at all,not at all,a little,not at all,not at all,not at all,a little
14492,Portuguese,Portugal,20210604,Men 21-25,0.7757390422624343, , , , , , , ,Center, , ,21,man,Portugal: Center,very,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,moderately,no,yes,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,not at all,not at all,a little,not at all,not at all,not at all
14493,English,Australia,20210604,Men 21-25,1.1454722379730697,Western Australia, , , , , , , , , ,24,man,Australia: Western Australia,a little,no,no,no,prefer not to say,no,prefer not to say,no,no,no,no,no,prefer not to say,no,no,no,no,no,prefer not to say,no,no,no,yes,I don't talk to other people about climate change,prefer not to say,no,no,no,no,no,no,no,no,prefer not to say,prefer not to say,prefer not to say,prefer not to say,moderately,prefer not to say,moderately,prefer not to say,prefer not to say,prefer not to say
14494,English,Nigeria,20210604,Women 21-25,0.43344073413242235, , , , ,South West, , , , , ,24,woman,Nigeria: South West,extremely,yes,prefer not to say,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,a little,no,no,no,no,no,no,prefer not to say,yes,yes,a little,moderately,moderately,a little,extremely,not at all,a little,moderately,a little
14495,Finnish,Finland,20210604,Women 21-25,0.7403900082320471, , , , , , ,South Finland, , , ,24,woman,Finland: South Finland,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,yes,yes,yes,yes,yes,yes,yes,yes,yes,very,moderately,moderately,a little,very,a little,moderately,moderately,a little
14499,English,Nigeria,20210604,Women 21-25,0.5461534727534851, , , , ,South East, , , , , ,24,woman,Nigeria: South East,very,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,a little,yes,yes,yes,yes,yes,yes,yes,yes,no,a little,a little,a little,a little,a little,a little,a little,a little,a little
14501,English,Australia,20210604,Men 16-20,1.1407050060655763,South Australia, , , , , , , , , ,18,man,Australia: South Australia,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,prefer not to say,a little,a little,not at all,a little,not at all,a little,very,not at all
14503,Portuguese,Portugal,20210604,Men 16-20,1.1763757555835912, , , , , , , ,Lisboa & Tagus Valley, , ,18,man,Portugal: Lisboa & Tagus Valley,moderately,yes,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,a little,no,yes,yes,no,yes,yes,no,yes,no,a little,not at all,moderately,very,moderately,moderately,very,moderately,a little
14506,Portuguese,Portugal,20210604,Men 21-25,0.7576729285765252, , , , , , , ,Lisboa & Tagus Valley, , ,21,man,Portugal: Lisboa & Tagus Valley,extremely,no,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,a little,not at all,extremely,not at all,extremely,very,not at all
14507,English,Nigeria,20210604,Women 16-20,1.3349733649441604, , , , ,South West, , , , , ,19,woman,Nigeria: South West,very,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,extremely,a little,a little,not at all,very,extremely,not at all
14509,Portuguese,Portugal,20210604,Women 21-25,0.751189496302534, , , , , , , ,North, , ,21,woman,Portugal: North,prefer not to say,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,I don't talk to other people about climate change,moderately,no,no,no,no,yes,yes,no,no,yes,moderately,very,moderately,very,moderately,prefer not to say,moderately,a little,not at all
14512,Portuguese,Portugal,20210604,Men 16-20,1.3092636112720801, , , , , , , ,North, , ,17,man,Portugal: North,very,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,I don't talk to other people about climate change,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,moderately,moderately,very,not at all,moderately,very,not at all
14517,English,Australia,20210604,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,25,man,Australia: New South Wales,moderately,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,prefer not to say,no,yes,yes,no,no,no,yes,yes,yes,moderately,yes,yes,no,no,yes,yes,no,no,no,moderately,moderately,extremely,a little,moderately,moderately,very,not at all,very
14519,English,Nigeria,20210604,Women 16-20,1.4952088593909432, , , , ,South South, , , , , ,19,woman,Nigeria: South South,not worried,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,prefer not to say,no,no,no,no,no,no,yes,yes,yes,a little,moderately,not at all,very,moderately,not at all,not at all,a little,not at all
14522,Portuguese,Portugal,20210605,Women 16-20,3.3041496886461137, , , , , , , ,Alentejo, , ,19,woman,Portugal: Alentejo,extremely,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say
14529,Portuguese,Portugal,20210605,Women 16-20,1.4330578651828094, , , , , , , ,Center, , ,20,woman,Portugal: Center,extremely,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,yes,not at all,yes,no,yes,no,no,no,yes,yes,yes,a little,moderately,moderately,not at all,a little,not at all,not at all,a little,moderately
14531,English,Nigeria,20210605,Women 16-20,1.3349733649441604, , , , ,South West, , , , , ,19,woman,Nigeria: South West,moderately,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,prefer not to say,yes,prefer not to say,prefer not to say,a little,a little,moderately,not at all,a little,not at all,not at all,a little,not at all
14536,English,Australia,20210605,Men 16-20,1.0829899515802246,New South Wales, , , , , , , , , ,18,man,Australia: New South Wales,moderately,prefer not to say,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,I don't talk to other people about climate change,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say
14537,English,Australia,20210605,Men 21-25,1.1454722379730697,Western Australia, , , , , , , , , ,23,man,Australia: Western Australia,moderately,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,moderately,yes,no,no,no,yes,yes,yes,yes,no,moderately,a little,a little,very,moderately,a little,a little,very,moderately
14538,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,21,man,Australia: New South Wales,extremely,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,no,yes,yes,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately
14540,Portuguese,Portugal,20210605,Women 21-25,0.6749451399178247, , , , , , , ,Lisboa & Tagus Valley, , ,21,woman,Portugal: Lisboa & Tagus Valley,moderately,yes,no,yes,yes,no,yes,yes,no,prefer not to say,yes,yes,yes,no,prefer not to say,yes,no,no,yes,yes,yes,yes,yes,I don't talk to other people about climate change,moderately,prefer not to say,yes,yes,yes,yes,prefer not to say,prefer not to say,no,prefer not to say,a little,moderately,moderately,very,moderately,prefer not to say,a little,moderately,moderately
14541,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,24,man,Australia: New South Wales,very,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,very,no,no,yes,no,no,no,yes,yes,yes,moderately,very,very,moderately,very,moderately,very,moderately,moderately
14545,English,Australia,20210605,Men 16-20,1.1407050060655763,South Australia, , , , , , , , , ,19,man,Australia: South Australia,extremely,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,moderately,moderately,moderately,moderately,very,not at all,moderately,very
14560,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,21,man,Australia: New South Wales,extremely,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,a little,no,no,yes,no,no,no,no,yes,no,very,extremely,extremely,not at all,very,a little,very,extremely,not at all
14562,English,Nigeria,20210605,Women 21-25,0.5484544101033021, , , , ,North Central, , , , , ,22,woman,Nigeria: North Central,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,I don't talk to other people about climate change,a little,no,yes,no,yes,no,no,no,no,no,not at all,not at all,not at all,a little,not at all,not at all,not at all,a little,very
14569,Portuguese,Portugal,20210605,Men 21-25,0.7576729285765252, , , , , , , ,Lisboa & Tagus Valley, , ,21,man,Portugal: Lisboa & Tagus Valley,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,I don't talk to other people about climate change,moderately,no,yes,yes,no,no,no,yes,yes,yes,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately
14571,English,Australia,20210605,Men 16-20,1.1535912600815725,Western Australia, , , , , , , , , ,18,man,Australia: Western Australia,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,yes,no,yes,no,no,no,yes,yes,yes,moderately,very,very,not at all,very,not at all,moderately,moderately,a little
